Room,Start,End,Condition,MoveItem,Repeat,Block
Room_27,B,A,walk,yes,A,1
Room_27,A,B,stay,yes,B,1
Room_27,B,A,walk,yes,B,1
Room_28,A,B,stay,yes,A,1
Room_28,B,A,walk,yes,A,1
Room_28,A,B,stay,yes,B,1
Room_28,B,A,walk,yes,B,1
Room_29,A,B,stay,yes,A,1
Room_29,B,A,walk,yes,A,1
Room_29,A,B,stay,yes,B,1
Room_29,B,A,walk,yes,B,1
Room_30,A,B,stay,yes,A,1
Room_30,B,A,walk,yes,A,1
Room_30,A,B,stay,yes,B,1
Room_30,B,A,walk,yes,B,1
Room_31,A,B,stay,yes,A,1
Room_31,B,A,walk,yes,A,1
Room_31,A,B,stay,yes,B,1
Room_31,B,A,walk,yes,B,1
Room_32,A,B,stay,yes,A,1
Room_32,B,A,walk,yes,A,1
Room_32,A,B,stay,yes,B,1
Room_32,B,A,walk,yes,B,1
Room_33,A,B,stay,yes,A,1
Room_33,B,A,walk,yes,A,1
Room_33,A,B,stay,yes,B,1
Room_33,B,A,walk,yes,B,1
Room_34,A,B,stay,yes,A,1
Room_34,B,A,walk,yes,A,1
Room_34,A,B,stay,yes,B,1
Room_34,B,A,walk,yes,B,1
Room_35,A,B,stay,yes,A,1
Room_35,B,A,walk,yes,A,1
Room_35,A,B,stay,yes,B,1
Room_35,B,A,walk,yes,B,1
Room_36,A,B,stay,yes,A,1
Room_36,B,A,walk,yes,A,1
Room_36,A,B,stay,yes,B,1
Room_36,B,A,walk,yes,B,1
Room_37,A,B,stay,yes,A,1
Room_37,B,A,walk,yes,A,1
Room_37,A,B,stay,yes,B,1
Room_37,B,A,walk,yes,B,1
Room_38,A,B,stay,yes,A,1
Room_38,B,A,walk,yes,A,1
Room_38,A,B,stay,yes,B,1
Room_38,B,A,walk,yes,B,1
Room_39,A,B,stay,yes,A,1
Room_39,B,A,walk,yes,A,1
Room_39,A,B,stay,yes,B,1
Room_39,B,A,walk,yes,B,1
Room_40,A,B,stay,yes,A,1
Room_40,B,A,walk,yes,A,1
Room_40,A,B,stay,yes,B,1
Room_40,B,A,walk,yes,B,1
Room_41,A,B,stay,yes,A,1
Room_41,B,A,walk,yes,A,1
Room_41,A,B,stay,yes,B,1
Room_41,B,A,walk,yes,B,1
Room_42,A,B,stay,yes,A,1
Room_42,B,A,walk,yes,A,1
Room_42,A,B,stay,yes,B,1
Room_42,B,A,walk,yes,B,1
Room_43,A,B,stay,yes,A,1
Room_43,B,A,walk,yes,A,1
Room_43,A,B,stay,yes,B,1
Room_43,B,A,walk,yes,B,1
Room_44,A,B,stay,yes,A,1
Room_44,B,A,walk,yes,A,1
Room_44,A,B,stay,yes,B,1
Room_44,B,A,walk,yes,B,1
Room_45,A,B,stay,yes,A,1
Room_45,B,A,walk,yes,A,1
Room_45,A,B,stay,yes,B,1
Room_45,B,A,walk,yes,B,1
Room_46,A,B,stay,yes,A,1
Room_46,B,A,walk,yes,A,1
Room_46,A,B,stay,yes,B,1
Room_46,B,A,walk,yes,B,1
Room_47,A,B,stay,yes,A,1
Room_47,B,A,walk,yes,A,1
Room_47,A,B,stay,yes,B,1
Room_47,B,A,walk,yes,B,1
Room_48,A,B,stay,yes,A,1
Room_48,B,A,walk,yes,A,1
Room_48,A,B,stay,yes,B,1
Room_48,B,A,walk,yes,B,1
Room_49,A,B,stay,yes,A,1
Room_49,B,A,walk,yes,A,1
Room_49,A,B,stay,yes,B,1
Room_49,B,A,walk,yes,B,1
Room_50,A,B,stay,yes,A,1
Room_50,B,A,walk,yes,A,1
Room_50,A,B,stay,yes,B,1
Room_50,B,A,walk,yes,B,1
Room_51,A,B,stay,yes,A,1
Room_51,B,A,walk,yes,A,1
Room_51,A,B,stay,yes,B,1
Room_51,B,A,walk,yes,B,1
Room_52,A,B,stay,yes,A,1
Room_52,B,A,walk,yes,A,1
Room_52,A,B,stay,yes,B,1
Room_52,B,A,walk,yes,B,1
Room_53,A,B,stay,yes,A,1
Room_53,B,A,walk,yes,A,1
Room_53,A,B,stay,yes,B,1
Room_53,B,A,walk,yes,B,1
Room_54,A,B,stay,yes,A,1
Room_54,B,A,walk,yes,A,1
Room_54,A,B,stay,yes,B,1
Room_54,B,A,walk,yes,B,1
Room_55,A,B,stay,yes,A,1
Room_55,B,A,walk,yes,A,1
Room_55,A,B,stay,yes,B,1
Room_55,B,A,walk,yes,B,1
Room_56,A,B,stay,yes,A,1
Room_56,B,A,walk,yes,A,1
Room_56,A,B,stay,yes,B,1
Room_56,B,A,walk,yes,B,1
Room_57,A,B,stay,yes,A,1
Room_57,B,A,walk,yes,A,1
Room_57,A,B,stay,yes,B,1
Room_57,B,A,walk,yes,B,1
Room_58,A,B,stay,yes,A,1
Room_58,B,A,walk,yes,A,1
Room_58,A,B,stay,yes,B,1
Room_58,B,A,walk,yes,B,1
Room_59,A,B,stay,yes,A,1
Room_59,B,A,walk,yes,A,1
Room_59,A,B,stay,yes,B,1
Room_59,B,A,walk,yes,B,1
Room_60,A,B,stay,yes,A,1
Room_60,B,A,walk,yes,A,1
Room_60,A,B,stay,yes,B,1
Room_60,B,A,walk,yes,B,1
Room_61,A,B,stay,yes,A,1
Room_61,B,A,walk,yes,A,1
Room_61,A,B,stay,yes,B,1
Room_61,B,A,walk,yes,B,1
Room_62,A,B,stay,yes,A,1
Room_62,B,A,walk,yes,A,1
Room_62,A,B,stay,yes,B,1
Room_62,B,A,walk,yes,B,1
Room_63,A,B,stay,yes,A,1
Room_63,B,A,walk,yes,A,1
Room_63,A,B,stay,yes,B,1
Room_63,B,A,walk,yes,B,1
Room_64,A,B,stay,yes,A,1
Room_64,B,A,walk,yes,A,1
Room_64,A,B,stay,yes,B,1
Room_64,B,A,walk,yes,B,1
Room_65,A,B,stay,yes,A,1
Room_65,B,A,walk,yes,A,1
Room_65,A,B,stay,yes,B,1
Room_65,B,A,walk,yes,B,1
Room_66,A,B,stay,yes,A,1
Room_66,B,A,walk,yes,A,1
Room_66,A,B,stay,yes,B,1
Room_66,B,A,walk,yes,B,1
Room_67,A,B,stay,yes,A,1
Room_67,B,A,walk,yes,A,1
Room_67,A,B,stay,yes,B,1
Room_67,B,A,walk,yes,B,1
Room_68,A,B,stay,yes,A,1
Room_68,B,A,walk,yes,A,1
Room_68,A,B,stay,yes,B,1
Room_68,B,A,walk,yes,B,1
Room_69,A,B,stay,yes,A,1
Room_69,B,A,walk,yes,A,1
Room_69,A,B,stay,yes,B,1
Room_69,B,A,walk,yes,B,1
Room_70,A,B,stay,yes,A,1
Room_70,B,A,walk,yes,A,1
Room_70,A,B,stay,yes,B,1
Room_70,B,A,walk,yes,B,1
Room_71,A,B,stay,yes,A,1
Room_71,B,A,walk,yes,A,1
Room_71,A,B,stay,yes,B,1
Room_71,B,A,walk,yes,B,1
Room_72,A,B,stay,yes,A,1
Room_72,B,A,walk,yes,A,1
Room_72,A,B,stay,yes,B,1
Room_72,B,A,walk,yes,B,1
Room_73,A,B,stay,yes,A,1
Room_73,B,A,walk,yes,A,1
Room_73,A,B,stay,yes,B,1
Room_73,B,A,walk,yes,B,1
Room_74,A,B,stay,yes,A,1
Room_74,B,A,walk,yes,A,1
Room_74,A,B,stay,yes,B,1
Room_74,B,A,walk,yes,B,1
Room_75,A,B,stay,yes,A,1
Room_75,B,A,walk,yes,A,1
Room_75,A,B,stay,yes,B,1
Room_75,B,A,walk,yes,B,1
Room_76,A,B,stay,yes,A,1
Room_76,B,A,walk,yes,A,1
Room_76,A,B,stay,yes,B,1
Room_76,B,A,walk,yes,B,1
Room_77,A,B,stay,yes,A,1
Room_77,B,A,walk,yes,A,1
Room_77,A,B,stay,yes,B,1
Room_77,B,A,walk,yes,B,1
Room_78,A,B,stay,yes,A,1
Room_78,B,A,walk,yes,A,1
Room_78,A,B,stay,yes,B,1
Room_78,B,A,walk,yes,B,1
Room_79,A,B,stay,yes,A,1
Room_79,B,A,walk,yes,A,1
Room_79,A,B,stay,yes,B,1
Room_79,B,A,walk,yes,B,1
Room_80,A,B,stay,yes,A,1
Room_80,B,A,walk,yes,A,1
Room_80,A,B,stay,yes,B,1
Room_80,B,A,walk,yes,B,1
Room_81,A,B,stay,yes,A,1
Room_81,B,A,walk,yes,A,1
Room_81,A,B,stay,yes,B,1
Room_81,B,A,walk,yes,B,1
Room_82,A,B,stay,yes,A,1
Room_82,B,A,walk,yes,A,1
Room_82,A,B,stay,yes,B,1
Room_82,B,A,walk,yes,B,1
Room_83,A,B,stay,yes,A,1
Room_83,B,A,walk,yes,A,1
Room_83,A,B,stay,yes,B,1
Room_83,B,A,walk,yes,B,1
Room_84,A,B,stay,yes,A,1
Room_84,B,A,walk,yes,A,1
Room_84,A,B,stay,yes,B,1
Room_84,B,A,walk,yes,B,1
Room_85,A,B,stay,yes,A,1
Room_85,B,A,walk,yes,A,1
Room_85,A,B,stay,yes,B,1
Room_85,B,A,walk,yes,B,1
Room_86,A,B,stay,yes,A,1
Room_86,B,A,walk,yes,A,1
Room_86,A,B,stay,yes,B,1
Room_86,B,A,walk,yes,B,1
Room_87,A,B,stay,yes,A,1
Room_87,B,A,walk,yes,A,1
Room_87,A,B,stay,yes,B,1
Room_87,B,A,walk,yes,B,1
Room_88,A,B,stay,yes,A,1
Room_88,B,A,walk,yes,A,1
Room_88,A,B,stay,yes,B,1
Room_88,B,A,walk,yes,B,1
Room_89,A,B,stay,yes,A,1
Room_89,B,A,walk,yes,A,1
Room_89,A,B,stay,yes,B,1
Room_89,B,A,walk,yes,B,1
Room_90,A,B,stay,yes,A,1
Room_90,B,A,walk,yes,A,1
Room_90,A,B,stay,yes,B,1
Room_90,B,A,walk,yes,B,1
Room_91,A,B,stay,yes,A,1
Room_91,B,A,walk,yes,A,1
Room_91,A,B,stay,yes,B,1
Room_91,B,A,walk,yes,B,1
Room_92,A,B,stay,yes,A,1
Room_92,B,A,walk,yes,A,1
Room_92,A,B,stay,yes,B,1
Room_92,B,A,walk,yes,B,1
Room_93,A,B,stay,yes,A,1
Room_93,B,A,walk,yes,A,1
Room_93,A,B,stay,yes,B,1
Room_93,B,A,walk,yes,B,1
Room_94,A,B,stay,yes,A,1
Room_94,B,A,walk,yes,A,1
Room_94,A,B,stay,yes,B,1
Room_94,B,A,walk,yes,B,1
Room_95,A,B,stay,yes,A,1
Room_95,B,A,walk,yes,A,1
Room_95,A,B,stay,yes,B,1
Room_95,B,A,walk,yes,B,1
Room_96,A,B,stay,yes,A,1
Room_96,B,A,walk,yes,A,1
Room_96,A,B,stay,yes,B,1
Room_96,B,A,walk,yes,B,1
Room_97,A,B,stay,yes,A,1
Room_97,B,A,walk,yes,A,1
Room_97,A,B,stay,yes,B,1
Room_97,B,A,walk,yes,B,1
Room_98,A,B,stay,yes,A,1
Room_98,B,A,walk,yes,A,1
Room_98,A,B,stay,yes,B,1
Room_98,B,A,walk,yes,B,1
Room_99,A,B,stay,yes,A,1
Room_99,B,A,walk,yes,A,1
Room_99,A,B,stay,yes,B,1
Room_99,B,A,walk,yes,B,1
Room_100,A,B,stay,yes,A,1
Room_100,B,A,walk,yes,A,1
Room_100,A,B,stay,yes,B,1
Room_100,B,A,walk,yes,B,1
Room_101,A,B,stay,yes,A,1
Room_101,B,A,walk,yes,A,1
Room_101,A,B,stay,yes,B,1
Room_101,B,A,walk,yes,B,1
Room_102,A,B,stay,yes,A,1
Room_102,B,A,walk,yes,A,1
Room_102,A,B,stay,yes,B,1
Room_102,B,A,walk,yes,B,1
Room_103,A,B,stay,yes,A,1
Room_103,B,A,walk,yes,A,1
Room_103,A,B,stay,yes,B,1
Room_103,B,A,walk,yes,B,1
Room_104,A,B,stay,yes,A,1
Room_104,B,A,walk,yes,A,1
Room_104,A,B,stay,yes,B,1
Room_104,B,A,walk,yes,B,1
Room_105,A,B,stay,yes,A,1
Room_105,B,A,walk,yes,A,1
Room_105,A,B,stay,yes,B,1
Room_105,B,A,walk,yes,B,1
Room_106,A,B,stay,yes,A,1
Room_106,B,A,walk,yes,A,1
Room_106,A,B,stay,yes,B,1
Room_106,B,A,walk,yes,B,1
Room_107,A,B,stay,yes,A,1
Room_107,B,A,walk,yes,A,1
Room_107,A,B,stay,yes,B,1
Room_107,B,A,walk,yes,B,1
Room_108,A,B,stay,yes,A,1
Room_108,B,A,walk,yes,A,1
Room_108,A,B,stay,yes,B,1
Room_108,B,A,walk,yes,B,1
Room_109,A,B,stay,yes,A,1
Room_109,B,A,walk,yes,A,1
Room_109,A,B,stay,yes,B,1
Room_109,B,A,walk,yes,B,1
Room_110,A,B,stay,yes,A,1
Room_110,B,A,walk,yes,A,1
Room_110,A,B,stay,yes,B,1
Room_110,B,A,walk,yes,B,1
Room_111,A,B,stay,yes,A,1
Room_111,B,A,walk,yes,A,1
Room_111,A,B,stay,yes,B,1
Room_111,B,A,walk,yes,B,1
Room_112,A,B,stay,yes,A,1
Room_112,B,A,walk,yes,A,1
Room_112,A,B,stay,yes,B,1
Room_112,B,A,walk,yes,B,1
Room_113,A,B,stay,yes,A,1
Room_113,B,A,walk,yes,A,1
Room_113,A,B,stay,yes,B,1
Room_113,B,A,walk,yes,B,1
Room_114,A,B,stay,yes,A,1
Room_114,B,A,walk,yes,A,1
Room_114,A,B,stay,yes,B,1
Room_114,B,A,walk,yes,B,1
Room_115,A,B,stay,yes,A,1
Room_115,B,A,walk,yes,A,1
Room_115,A,B,stay,yes,B,1
Room_115,B,A,walk,yes,B,1
Room_116,A,B,stay,yes,A,1
Room_116,B,A,walk,yes,A,1
Room_116,A,B,stay,yes,B,1
Room_116,B,A,walk,yes,B,1
Room_117,A,B,stay,yes,A,1
Room_117,B,A,walk,yes,A,1
Room_117,A,B,stay,yes,B,1
Room_117,B,A,walk,yes,B,1
Room_118,A,B,stay,yes,A,1
Room_118,B,A,walk,yes,A,1
Room_118,A,B,stay,yes,B,1
Room_118,B,A,walk,yes,B,1
Room_119,A,B,stay,yes,A,1
Room_119,B,A,walk,yes,A,1
Room_119,A,B,stay,yes,B,1
Room_119,B,A,walk,yes,B,1
Room_120,A,B,stay,yes,A,1
Room_120,B,A,walk,yes,A,1
Room_120,A,B,stay,yes,B,1
Room_120,B,A,walk,yes,B,1
Room_121,A,B,stay,yes,A,1
Room_121,B,A,walk,yes,A,1
Room_121,A,B,stay,yes,B,1
Room_121,B,A,walk,yes,B,1
Room_122,A,B,stay,yes,A,1
Room_122,B,A,walk,yes,A,1
Room_122,A,B,stay,yes,B,1
Room_122,B,A,walk,yes,B,1
Room_123,A,B,stay,yes,A,1
Room_123,B,A,walk,yes,A,1
Room_123,A,B,stay,yes,B,1
Room_123,B,A,walk,yes,B,1
Room_124,A,B,stay,yes,A,1
Room_124,B,A,walk,yes,A,1
Room_124,A,B,stay,yes,B,1
Room_124,B,A,walk,yes,B,1
Room_125,A,B,stay,yes,A,1
Room_125,B,A,walk,yes,A,1
Room_125,A,B,stay,yes,B,1
Room_125,B,A,walk,yes,B,1
Room_126,A,B,stay,yes,A,1
Room_126,B,A,walk,yes,A,1
Room_126,A,B,stay,yes,B,1
Room_126,B,A,walk,yes,B,1
Room_127,A,B,stay,yes,A,1
Room_127,B,A,walk,yes,A,1
Room_127,A,B,stay,yes,B,1
Room_127,B,A,walk,yes,B,1
Room_128,A,B,stay,yes,A,1
Room_128,B,A,walk,yes,A,1
Room_128,A,B,stay,yes,B,1
Room_128,B,A,walk,yes,B,1
Room_129,A,B,stay,yes,A,1
Room_129,B,A,walk,yes,A,1
Room_129,A,B,stay,yes,B,1
Room_129,B,A,walk,yes,B,1
Room_130,A,B,stay,yes,A,1
Room_130,B,A,walk,yes,A,1
Room_130,A,B,stay,yes,B,1
Room_130,B,A,walk,yes,B,1
