Room,Start,End,Condition,MoveItem,Repeat,Block
Room_122,A,B,stay,yes,B,1
Room_123,A,B,stay,yes,A,1
Room_123,A,B,stay,yes,B,1
Room_124,A,B,stay,yes,A,1
Room_124,A,B,stay,yes,B,1
Room_125,A,B,stay,yes,A,1
Room_125,A,B,stay,yes,B,1
Room_126,A,B,stay,yes,A,1
Room_126,A,B,stay,yes,B,1
Room_127,A,B,stay,yes,A,1
Room_127,A,B,stay,yes,B,1
Room_128,A,B,stay,yes,A,1
Room_128,A,B,stay,yes,B,1
Room_129,A,B,stay,yes,A,1
Room_129,A,B,stay,yes,B,1
Room_130,A,B,stay,yes,A,1
Room_130,A,B,stay,yes,B,1
