Room,Start,End,Condition,MoveItem,Repeat,Block
Room_65,A,B,stay,yes,A,5
Room_43,A,B,stay,yes,A,5
Room_80,A,B,stay,no,A,5
Room_11,B,A,stay,no,A,5
Room_74,A,B,walk,yes,B,6
Room_15,A,B,walk,yes,B,6
Room_96,B,A,walk,no,A,6
Room_78,B,A,walk,no,A,6
Room_62,A,B,walk,no,A,6
Room_50,B,A,walk,yes,B,6
Room_56,B,A,walk,no,A,6
Room_118,A,B,walk,yes,A,6
Room_18,B,B,walk,no,A,6
Room_4,A,A,walk,yes,B,6
Room_32,A,A,walk,yes,B,6
Room_20,A,A,walk,no,A,6
Room_79,A,A,walk,yes,A,6
Room_99,B,B,walk,no,A,6
Room_35,B,B,walk,no,B,6
Room_89,B,B,walk,yes,A,6
Room_45,B,B,stay,no,B,7
Room_37,B,B,stay,yes,B,7
Room_100,A,A,stay,yes,A,7
Room_7,A,A,stay,no,B,7
Room_92,A,A,stay,no,A,7
Room_69,B,B,stay,yes,B,7
Room_16,A,A,stay,no,B,7
Room_75,B,B,stay,no,A,7
Room_1,A,B,stay,yes,B,7
Room_45,B,A,stay,no,A,7
Room_38,B,A,stay,yes,A,7
Room_10,A,B,stay,no,B,7
Room_117,A,B,stay,no,A,7
Room_51,B,A,stay,yes,B,7
Room_94,B,A,stay,yes,B,7
Room_108,A,B,stay,yes,B,7
Room_72,A,B,walk,no,B,8
Room_41,A,B,walk,no,A,8
Room_76,B,A,walk,yes,A,8
Room_84,A,B,walk,yes,B,8
Room_9,B,A,walk,no,A,8
Room_3,B,A,walk,yes,A,8
Room_18,A,B,walk,no,B,8
Room_96,B,A,walk,yes,B,8
Room_70,B,B,walk,no,B,8
Room_73,A,A,walk,yes,A,8
Room_103,B,B,walk,yes,B,8
Room_30,A,A,walk,no,A,8
Room_86,B,B,walk,yes,B,8
Room_82,A,A,walk,no,A,8
Room_88,A,A,walk,yes,A,8
Room_6,B,B,walk,no,B,8
Room_44,B,B,stay,no,A,9
Room_31,A,A,stay,no,B,9
Room_46,B,B,stay,yes,A,9
Room_10,A,A,stay,yes,A,9
Room_102,B,B,stay,yes,A,9
Room_63,A,A,stay,no,B,9
Room_16,B,B,stay,yes,A,9
Room_91,A,A,stay,no,B,9
Room_35,B,A,stay,yes,A,9
Room_26,B,A,stay,no,A,9
Room_52,A,B,stay,yes,B,9
Room_91,A,B,stay,yes,A,9
Room_1,A,B,stay,no,A,9
Room_25,B,A,stay,no,A,9
Room_30,A,B,stay,no,B,9
Room_109,B,A,stay,yes,A,9
Room_109,A,B,walk,no,B,10
Room_87,B,A,walk,yes,B,10
Room_12,A,B,walk,yes,A,10
Room_114,B,A,walk,no,B,10
Room_105,A,B,walk,no,B,10
Room_38,B,A,walk,yes,B,10
Room_79,B,A,walk,yes,B,10
Room_97,A,B,walk,no,A,10
Room_67,A,A,walk,yes,A,10
Room_119,B,B,walk,yes,B,10
Room_90,B,B,walk,no,A,10
Room_46,B,B,walk,no,B,10
Room_58,B,B,walk,no,A,10
Room_28,A,A,walk,yes,B,10
Room_107,A,A,walk,no,B,10
Room_113,A,A,walk,yes,B,10
